C08-3004,0.0,0.0,3.6972584081069135e-37,0.0
A00-1002,0.057308754128705314,5.3547889211119655e-05,8.593371615885113e-05,0.000552292011849174
D09-1141,0.0030349832401481073,4.076214836152605e-05,1.5116989789897962e-13,0.0005020836471356127
D12-1027,0.0,0.0,3.6972584081069135e-37,0.0
E06-1047,0.011993525384221186,6.24597125686979e-05,4.581026819242945e-13,0.0007531254707034192
H05-1110,0.0073292424876609825,1.8858864329915587e-05,2.9833831532332117e-13,0.00015062509414068384
N01-1020,0.0679074869604103,0.0002842246997331753,0.0005051150102768575,0.0013054174825525933
N13-1036,0.0004742897309548913,7.005527738593055e-06,1.4600683727945892e-20,0.00015062509414068384
P13-2001,5.020836471356128e-05,1.4718534528390172e-06,1.552848531404903e-35,5.020836471356128e-05
P13-2073,0.0,0.0,3.6972584081069135e-37,0.0
W11-2602,0.0011840549322633717,5.492684661976671e-05,2.9192908852314724e-14,0.0007531254707034192
W13-2702,0.0,0.0,3.6972584081069135e-37,0.0
C10-1054,5.020836471356128e-05,2.489204021631805e-06,1.552848531404903e-35,5.020836471356128e-05
A00-1004,0.00022150749138335858,4.650168774377938e-07,1.1005471969929501e-29,0.00010041672942712255
W06-1008,0.00020657155767865213,1.1896536627464474e-07,1.7429696927182583e-30,5.020836471356128e-05
W03-0704,0.00023322595221783303,2.3103244500260637e-07,1.293349055515103e-31,0.00010041672942712255
A00-1005,0.006308497242351611,1.1372519831465824e-05,3.02429599689557e-07,0.00010041672942712255
W03-1206,0.007144580375714215,6.826798620806161e-05,1.7846659877535502e-06,0.00015062509414068384
P00-1054,0.044160833039823245,0.00020684380951693188,1.8391097777861105e-05,0.0002008334588542451
A00-1006,0.0378239711276261,0.0001885821582769087,3.1165641934431426e-06,5.020836471356128e-05
W02-0208,0.0,0.0,3.6972584081069135e-37,0.0
A00-1007,0.00010041672942712255,1.1339545274828398e-07,3.068724478728737e-35,0.00010041672942712255
W03-2128,0.0,0.0,3.6972584081069135e-37,0.0
W08-0123,0.00010041672942712255,2.0505959770756087e-06,3.068724478728737e-35,0.00010041672942712255
A00-1008,0.00013388897256949673,4.016355400007587e-06,6.3703762371682115e-34,0.00010041672942712255
W08-1114,0.0,0.0,3.6972584081069135e-37,0.0
I05-5004,0.004238467689692713,1.5243889372753356e-06,6.2239929762106395e-12,0.00010041672942712255
A00-1009,0.042582074171910365,1.1168164023541493e-05,2.699895485868811e-05,0.00025104182356780637
W00-0505,0.0,0.0,3.6972584081069135e-37,0.0
W01-0807,0.00010041672942712255,2.2852625053074927e-06,3.068724478728737e-35,0.00010041672942712255
W02-1610,0.0489392303198365,2.5444236608449788e-05,0.00015925202136589202,0.00010041672942712255
W03-1602,0.00425769289971221,8.088566215266481e-05,1.3110081017074282e-12,0.0006527087412762966
H05-1078,0.022048413649521266,2.315832460353794e-05,6.323293748504877e-05,0.0004016669177084902
A00-1010,0.0937036903006502,0.0001437981875122865,0.0026361017855895848,0.0002008334588542451
J02-3001,0.12034440469704566,0.001281020599323115,0.015477321305955543,0.014660842496359893
P12-2040,9.03750564844103e-05,1.7100301843313239e-06,1.6260714442417138e-24,5.020836471356128e-05
W02-0209,0.006169784127269824,1.9353773085914288e-05,3.02429599689557e-07,5.020836471356128e-05
C10-2133,0.00014471822770379428,2.946642490385567e-07,2.0325893092136578e-24,5.020836471356128e-05
A00-1011,0.039285719952133556,1.0951001581091161e-05,5.2652239595773306e-05,0.0004016669177084902
I05-2023,0.00017931558826271885,6.092256852777675e-07,5.5029994146263316e-33,0.00015062509414068384
N07-2043,5.020836471356128e-05,9.68514568484414e-07,1.552848531404903e-35,5.020836471356128e-05
P06-2022,5.020836471356128e-05,3.8146277538312326e-07,1.552848531404903e-35,5.020836471356128e-05
P06-2094,0.02014105477036814,4.4772048371847466e-05,1.1201406808312975e-05,0.001104584023698348
W02-1010,0.036101390192463244,3.0229083709851206e-05,0.00027006133952226093,0.0011547923884119094
W03-0808,0.0041279780863884875,1.3615177366849141e-05,1.2816200404304052e-15,0.0003012501882813677
W04-0704,0.02738410117430649,1.459506782870614e-05,2.9421905921736846e-05,0.0002008334588542451
N03-1029,0.006178764786355023,5.859589268018875e-06,1.3139845069247021e-12,0.00010041672942712255
A00-1012,0.005346316155805165,5.550961480640968e-06,4.2348790933895454e-13,0.0002008334588542451
W02-0703,0.00016945323090826933,8.085049777559948e-07,8.763315824063169e-32,5.020836471356128e-05
W03-1703,0.0,0.0,3.6972584081069135e-37,0.0
W04-3210,0.00012050007531254708,1.5755712128898972e-06,1.6260714403008078e-24,0.00010041672942712255
A00-2027,0.010163138267869349,2.280204581869783e-05,1.0831297796526288e-08,0.0002008334588542451
A00-1014,0.010170513549631229,6.050890149005183e-05,5.46547144650261e-08,0.0004518752824220515
P03-1031,0.0009555420761927766,3.585236226843832e-05,3.211497728599525e-23,0.0002008334588542451
P03-1033,0.0007962924184144689,6.24613677550059e-06,4.556557039182137e-22,0.00015062509414068384
P04-1012,5.020836471356128e-05,1.3923729687491337e-06,1.552848531404903e-35,5.020836471356128e-05
W00-0310,0.00901864071518136,1.5205968156117754e-05,9.261791519918284e-09,5.020836471356128e-05
W00-1017,0.0001606667670833961,5.758834297211558e-06,8.1303572215154465e-25,0.00015062509414068384
W03-2107,0.0,0.0,3.6972584081069135e-37,0.0
W03-2113,0.0,0.0,3.6972584081069135e-37,0.0
N01-1030,0.0032677043385361914,8.110604435992489e-06,6.111922431861802e-16,0.00010041672942712255
A00-1016,0.019845552163985914,4.0558573800581946e-05,3.1452753552887225e-06,0.00015062509414068384
N03-4005,0.0,0.0,3.6972584081069135e-37,0.0
P01-1022,0.021852774976236364,6.401756320636603e-05,1.855049837181195e-05,0.00015062509414068384
J03-2003,0.01932067683753173,0.00010533742136804653,1.5260640173855835e-06,0.0007531254707034192
A00-1017,0.017368651777342873,2.4523852561581414e-06,3.0985784318793835e-07,0.00025104182356780637
P01-1015,0.017777763855180977,1.134686221765406e-05,2.5860753559210373e-07,0.00010041672942712255
P13-1152,0.0,0.0,3.6972584081069135e-37,0.0
W00-1410,0.015382430518270145,2.1722333448089343e-07,4.382385299636729e-08,5.020836471356128e-05
W05-1603,0.0,0.0,3.6972584081069135e-37,0.0
W00-0507,0.018233451466899735,2.0411713712526228e-05,1.8050722380268357e-12,0.0005020836471356127
A00-1018,0.01595419718961774,7.368244030562226e-07,5.613092934757051e-13,5.020836471356128e-05
A00-1019,0.05555726207651719,0.0001439612598349043,2.3039793884075484e-05,0.00025104182356780637
P14-2094,0.0,0.0,3.6972584081069135e-37,0.0
W00-0707,0.06634552962464517,0.00015053347091975448,0.0001357833827422122,0.00025104182356780637
W02-1405,5.020836471356128e-05,8.458582633147544e-07,1.552848531404903e-35,5.020836471356128e-05
C14-1003,0.0,0.0,3.6972584081069135e-37,0.0
A00-1020,0.004250326124238008,1.5651229299891103e-05,6.753783912365264e-15,0.0005020836471356127
D09-1103,0.004972238191636653,3.2149029854778046e-05,1.8491161802414562e-14,0.00025104182356780637
I08-6002,0.0,0.0,3.6972584081069135e-37,0.0
J01-4001,0.00022150749138335858,4.053602709253839e-06,5.6187538551811544e-18,0.00010041672942712255
N12-1007,6.694448628474836e-05,1.745963170947373e-06,3.187036747788158e-34,5.020836471356128e-05
N12-1090,0.0002008334588542451,9.342583951731108e-06,4.3054574162405024e-33,0.0002008334588542451
S10-1019,0.00013903854843755432,1.6920297859153803e-06,2.428470240196864e-32,0.00010041672942712255
W01-0717,0.0,0.0,3.6972584081069135e-37,0.0
W12-1512,0.0,0.0,3.6972584081069135e-37,0.0
W12-4509,0.00011476197648814006,2.4200818953972577e-07,9.25054053708349e-34,5.020836471356128e-05
C04-1199,0.0008402293761534612,1.5527688888423247e-05,2.466618533555285e-20,0.00035145855299492895
A00-1021,0.06605209518993418,3.698988309517303e-05,0.0003425197623452186,0.0005020836471356127
H01-1006,0.046122610708041155,1.7052414023097858e-05,0.00016773692856705908,0.00035145855299492895
H01-1036,0.0,0.0,3.6972584081069135e-37,0.0
J05-3002,0.007654596765255053,0.00016026444027010886,4.077100814503793e-12,0.0019079178591153284
P01-1037,0.07479536867938907,0.00014081939722476413,0.0018490238908738929,0.0009539589295576642
P06-1135,0.0005319372693977304,2.4585267861445722e-06,5.0007268598850036e-31,5.020836471356128e-05
W00-1316,0.00022593764121102577,8.190523811330055e-07,4.264196012406025e-32,0.00015062509414068384
W02-1034,0.0,0.0,3.6972584081069135e-37,0.0
W07-1407,0.004121245179328533,8.985772248503723e-06,9.569272717688911e-11,0.000552292011849174
W14-4104,0.0,0.0,3.6972584081069135e-37,0.0
C02-1026,0.06482312932156932,5.008869061765609e-05,0.00013811066557745756,0.00035145855299492895
A00-1023,0.08061555756508043,3.988735555463577e-05,0.0005022283373273026,0.000552292011849174
C02-1042,0.0684091574126072,8.25979693353996e-05,0.00014159780121516822,0.0004016669177084902
H01-1045,0.0006462573871510904,5.030570567093467e-07,2.1865080583649278e-20,0.00010041672942712255
H01-1069,0.06348038707734462,0.00016329608561107504,0.00017372967969139054,0.0004518752824220515
P02-1006,0.07601432350531355,0.000126460750768859,0.0006559873609165013,0.00512125320078325
W01-1206,0.0,0.0,3.6972584081069135e-37,0.0
W02-1905,5.020836471356128e-05,0.0,1.552848531404903e-35,5.020836471356128e-05
W03-0201,0.0,0.0,3.6972584081069135e-37,0.0
W03-1211,0.0,0.0,3.6972584081069135e-37,0.0
W10-1313,0.0,0.0,3.6972584081069135e-37,0.0
C04-1191,0.0,0.0,3.6972584081069135e-37,0.0
A00-1024,0.00010041672942712255,1.0124317607404561e-06,3.068724478728737e-35,0.00010041672942712255
P06-2045,0.0,0.0,3.6972584081069135e-37,0.0
A00-1025,0.07723851894292774,3.0769622298702135e-05,0.000914435439425613,0.00025104182356780637
P01-1070,0.0002008334588542451,5.758941059868229e-07,9.553715726548263e-34,0.00015062509414068384
W01-0501,0.08153178876143725,4.8218035697018764e-05,0.0035409807577887094,0.0014058342119797158
W02-0507,0.0,0.0,3.6972584081069135e-37,0.0
W02-0308,0.0026792855412522123,9.774533930981838e-06,6.1783966013700055e-15,0.0002008334588542451
A00-1026,0.011025734454390887,3.712506335466669e-05,0.0002948767425821596,0.0002008334588542451
W02-0312,0.010887986562674817,3.514760559886002e-05,0.0017400958725291651,0.000552292011849174
W03-1314,0.0,0.0,3.6972584081069135e-37,0.0
W04-3110,0.0001691229127193643,2.8738262428225465e-06,7.976576207402102e-32,0.00010041672942712255
W00-0702,0.01104845525597898,1.2236844303951136e-05,2.2253335121233042e-14,5.020836471356128e-05
A00-1028,0.009462501761779148,7.2493923724624955e-06,7.637674732165056e-15,5.020836471356128e-05
A00-1030,0.06724478130046915,2.1363008765952918e-05,0.00010840527999643536,0.0002008334588542451
L08-1136,0.0,0.0,3.6972584081069135e-37,0.0
W00-0712,0.07978720283706121,6.867320258714443e-05,0.0006394330699077412,0.0014058342119797158
W12-2302,5.020836471356128e-05,2.2689058165397243e-08,1.552848531404903e-35,5.020836471356128e-05
C02-1021,0.00010460075981991933,7.420547801736483e-08,1.2142536063904719e-32,5.020836471356128e-05
